,open_time,o,h,l,c,v,close_time
2021-10-12 21:00:00,1634061600000,55913.36000000,56009.70000000,55556.33000000,55575.27000000,1226.85949000,1634065199999
2021-10-12 22:00:00,1634065200000,55575.28000000,55889.53000000,55154.72000000,55329.78000000,2006.51582000,1634068799999
2021-10-12 23:00:00,1634068800000,55329.78000000,55600.00000000,53879.00000000,55361.08000000,6565.77751000,1634072399999
2021-10-13 00:00:00,1634072400000,55361.08000000,56093.88000000,55096.42000000,56074.08000000,1832.45814000,1634075999999
2021-10-13 01:00:00,1634076000000,56074.09000000,56420.00000000,56030.00000000,56392.95000000,1874.68475000,1634079599999
2021-10-13 02:00:00,1634079600000,56392.95000000,56548.99000000,55938.60000000,55996.93000000,1398.35169000,1634083199999
2021-10-13 03:00:00,1634083200000,55996.91000000,56520.00000000,55825.90000000,56459.81000000,1774.29131000,1634086799999
2021-10-13 04:00:00,1634086800000,56459.82000000,56599.99000000,56155.66000000,56285.19000000,1342.03129000,1634090399999
2021-10-13 05:00:00,1634090400000,56285.19000000,56440.66000000,56159.09000000,56422.36000000,1770.90232000,1634093999999
2021-10-13 06:00:00,1634094000000,56422.35000000,56469.99000000,56235.88000000,56277.78000000,1093.54354000,1634097599999
2021-10-13 07:00:00,1634097600000,56277.79000000,56365.00000000,56018.45000000,56078.11000000,973.69155000,1634101199999
2021-10-13 08:00:00,1634101200000,56078.12000000,56225.80000000,54972.59000000,55011.85000000,3747.49169000,1634104799999
2021-10-13 09:00:00,1634104800000,55011.72000000,55519.99000000,54770.13000000,55358.28000000,3088.89514000,1634108399999
2021-10-13 10:00:00,1634108400000,55358.28000000,55475.00000000,54562.34000000,54612.61000000,2872.18098000,1634111999999
2021-10-13 11:00:00,1634112000000,54612.60000000,55295.70000000,54457.00000000,54616.64000000,3449.74257000,1634115599999
2021-10-13 12:00:00,1634115600000,54616.63000000,54950.00000000,54167.19000000,54890.22000000,2485.92925000,1634119199999
2021-10-13 13:00:00,1634119200000,54885.45000000,55155.67000000,54400.10000000,54657.87000000,1829.27486000,1634122799999
2021-10-13 14:00:00,1634122800000,54657.87000000,55231.94000000,54480.00000000,55210.79000000,1902.93656000,1634126399999
2021-10-13 15:00:00,1634126400000,55210.80000000,55340.08000000,54840.87000000,55056.50000000,2076.20052000,1634129999999
2021-10-13 16:00:00,1634130000000,55056.49000000,55230.29000000,54800.00000000,54898.53000000,1652.97811000,1634133599999
2021-10-13 17:00:00,1634133600000,54898.53000000,55900.00000000,54521.74000000,55784.15000000,3820.97663000,1634137199999
2021-10-13 18:00:00,1634137200000,55784.15000000,56440.75000000,55784.15000000,56168.85000000,3076.57082000,1634140799999
2021-10-13 19:00:00,1634140800000,56168.85000000,57120.00000000,56072.75000000,56941.72000000,3682.27735000,1634144399999
2021-10-13 20:00:00,1634144400000,56941.73000000,57242.00000000,56780.00000000,56891.12000000,3058.54481000,1634147999999
2021-10-13 21:00:00,1634148000000,56891.11000000,57210.52000000,56850.00000000,56976.38000000,1827.12912000,1634151599999
2021-10-13 22:00:00,1634151600000,56979.99000000,57300.00000000,56948.22000000,57259.77000000,1527.74142000,1634155199999
2021-10-13 23:00:00,1634155200000,57259.77000000,57500.00000000,56607.27000000,56980.25000000,3760.25648000,1634158799999
2021-10-14 00:00:00,1634158800000,56978.80000000,57720.00000000,56898.09000000,57508.69000000,2245.42770000,1634162399999
2021-10-14 01:00:00,1634162400000,57508.69000000,57777.00000000,57330.01000000,57371.19000000,1517.42248000,1634165999999
2021-10-14 02:00:00,1634166000000,57371.19000000,57463.05000000,57170.76000000,57367.00000000,1232.00842000,1634169599999
2021-10-14 03:00:00,1634169600000,57370.83000000,57740.00000000,57138.72000000,57727.76000000,1814.75659000,1634173199999
2021-10-14 04:00:00,1634173200000,57727.76000000,58467.33000000,57611.00000000,58300.02000000,4119.37925500,1634176799999
2021-10-14 05:00:00,1634176800000,58300.03000000,58532.54000000,58075.13000000,58210.46000000,2004.08461600,1634180399999
2021-10-14 06:00:00,1634180400000,58210.46000000,58260.76000000,58023.64000000,58065.99000000,945.02230000,1634183999999
2021-10-14 07:00:00,1634184000000,58065.99000000,58169.99000000,57678.06000000,57986.55000000,1726.70219000,1634187599999
